sale_id,order_id,customer_id,product_id,product_name,category,quantity,unit_price,discount_percent,sales_amount,cost_amount,profit,payment_method,sales_channel,salesperson_id,city,state,region,order_date,event_type,event_description
S085108,ORD568579,C06532,P006,FusionPhone Ultra,Smartphones,1,75000,0.0,75000.0,50000,25000.0,Credit Card,Store,SP062,Margao,Goa,West India,2024-04-23,None,None
S085109,ORD310762,C08281,P011,Fusion Case,Accessories,77,800,10.0,55440.0,15400,40040.0,Net Banking,Corporate Team,SP035,Pune,Maharashtra,West India,2024-04-23,None,None
S085110,ORD532699,C00660,P011,Fusion Case,Accessories,3,800,0.0,2400.0,600,1800.0,Credit Card,Website,Online,Kanpur,Uttar Pradesh,North India,2024-04-23,None,None
S085111,ORD514869,C07205,P005,FusionPhone X,Smartphones,1,35000,0.0,35000.0,25000,10000.0,Cash,Website,Online,Hyderabad,Telangana,South India,2024-04-23,None,None
S085112,ORD668054,C14686,P011,Fusion Case,Accessories,1,800,0.0,800.0,200,600.0,UPI,Store,SP007,Panaji,Goa,West India,2024-04-23,None,None
S085113,ORD938808,C11260,P010,Fusion Charger,Accessories,1,1500,0.0,1500.0,500,1000.0,UPI,Mobile App,Online,Amritsar,Punjab,North India,2024-04-23,None,None
S085114,ORD598390,C08820,P005,FusionPhone X,Smartphones,1,35000,0.0,35000.0,25000,10000.0,Debit Card,Website,Online,Vijayawada,Andhra Pradesh,South India,2024-04-23,None,None
S085115,ORD611003,C06515,P001,FusionBook Air,Laptops,1,60000,0.0,60000.0,45000,15000.0,Credit Card,Mobile App,Online,Ahmedabad,Gujarat,West India,2024-04-23,None,None
S085116,ORD282104,C11854,P003,FusionBook Ultra,Laptops,72,140000,20.0,8064000.0,7200000,864000.0,Net Banking,Corporate Team,SP002,Ahmedabad,Gujarat,West India,2024-04-23,None,None
S085117,ORD436668,C07357,P012,Fusion Keyboard,Accessories,2,2500,0.0,5000.0,2400,2600.0,Credit Card,Store,SP051,Hyderabad,Telangana,South India,2024-04-23,None,None
S085118,ORD984045,C05430,P011,Fusion Case,Accessories,1,800,0.0,800.0,200,600.0,Cash,Mobile App,Online,Ahmedabad,Gujarat,West India,2024-04-23,None,None
S085119,ORD481848,C01261,P003,FusionBook Ultra,Laptops,79,140000,15.0,9401000.0,7900000,1501000.0,Net Banking,Corporate Team,SP044,New Delhi,Delhi,North India,2024-04-23,None,None
S085120,ORD817729,C00677,P001,FusionBook Air,Laptops,30,60000,20.0,1440000.0,1350000,90000.0,Net Banking,Corporate Team,SP093,Noida,Uttar Pradesh,North India,2024-04-23,None,None
S085121,ORD361994,C14635,P002,FusionBook Pro,Laptops,1,95000,0.0,95000.0,70000,25000.0,Credit Card,Mobile App,Online,Gurugram,Haryana,North India,2024-04-24,None,None
S085122,ORD478039,C11958,P008,FusionTab Pro,Tablets,1,50000,0.0,50000.0,35000,15000.0,Debit Card,Mobile App,Online,Noida,Uttar Pradesh,North India,2024-04-24,None,None
S085123,ORD578584,C01439,P005,FusionPhone X,Smartphones,1,35000,0.0,35000.0,25000,10000.0,Credit Card,Mobile App,Online,Bengaluru,Karnataka,South India,2024-04-24,None,None
S085124,ORD642698,C08033,P006,FusionPhone Ultra,Smartphones,1,75000,0.0,75000.0,50000,25000.0,UPI,Store,SP060,Hyderabad,Telangana,South India,2024-04-24,None,None
S085125,ORD913790,C00562,P005,FusionPhone X,Smartphones,1,35000,0.0,35000.0,25000,10000.0,UPI,Website,Online,New Delhi,Delhi,North India,2024-04-24,None,None
S085126,ORD708082,C00325,P002,FusionBook Pro,Laptops,1,95000,0.0,95000.0,70000,25000.0,UPI,Website,Online,Raipur,Chhattisgarh,Central India,2024-04-24,None,None
S085127,ORD872736,C05137,P017,Fusion Watch Lite,Wearables,162,5000,10.0,729000.0,405000,324000.0,Net Banking,Corporate Team,SP030,Margao,Goa,West India,2024-04-24,None,None
S085128,ORD270460,C14263,P018,Fusion Watch Pro,Wearables,17,12000,20.0,163200.0,119000,44200.0,Net Banking,Corporate Team,SP035,Jaipur,Rajasthan,West India,2024-04-24,None,None
S085129,ORD389502,C13570,P011,Fusion Case,Accessories,1,800,0.0,800.0,200,600.0,UPI,Website,Online,Jaipur,Rajasthan,West India,2024-04-24,None,None
S085130,ORD355058,C06748,P003,FusionBook Ultra,Laptops,1,140000,0.0,140000.0,100000,40000.0,Credit Card,Store,SP017,Ahmedabad,Gujarat,West India,2024-04-24,None,None
S085131,ORD752045,C06818,P004,FusionPhone Lite,Smartphones,1,15000,0.0,15000.0,10000,5000.0,Credit Card,Website,Online,Ahmedabad,Gujarat,West India,2024-04-24,None,None
S085132,ORD931194,C04823,P017,Fusion Watch Lite,Wearables,1,5000,0.0,5000.0,2500,2500.0,UPI,Mobile App,Online,Hyderabad,Telangana,South India,2024-04-24,None,None
S085133,ORD812163,C03834,P004,FusionPhone Lite,Smartphones,1,15000,0.0,15000.0,10000,5000.0,Credit Card,Website,Online,Amritsar,Punjab,North India,2024-04-24,None,None
S085134,ORD759059,C10881,P003,FusionBook Ultra,Laptops,1,140000,0.0,140000.0,100000,40000.0,UPI,Website,Online,Thiruvananthapuram,Kerala,South India,2024-04-24,None,None
S085135,ORD863511,C07323,P004,FusionPhone Lite,Smartphones,1,15000,0.0,15000.0,10000,5000.0,Debit Card,Store,SP010,Jaipur,Rajasthan,West India,2024-04-24,None,None
S085136,ORD635559,C10967,P013,Fusion Mouse,Accessories,1,1200,0.0,1200.0,600,600.0,Debit Card,Mobile App,Online,Chennai,Tamil Nadu,South India,2024-04-24,None,None
S085137,ORD138885,C06689,P005,FusionPhone X,Smartphones,1,35000,0.0,35000.0,25000,10000.0,UPI,Website,Online,Hyderabad,Telangana,South India,2024-04-24,None,None
S085138,ORD461465,C12531,P006,FusionPhone Ultra,Smartphones,1,75000,0.0,75000.0,50000,25000.0,Cash,Mobile App,Online,Vadodara,Gujarat,West India,2024-04-24,None,None
S085139,ORD115481,C06070,P011,Fusion Case,Accessories,38,800,10.0,27360.0,7600,19760.0,Net Banking,Corporate Team,SP011,Visakhapatnam,Andhra Pradesh,South India,2024-04-24,None,None
S085140,ORD717684,C00653,P006,FusionPhone Ultra,Smartphones,1,75000,0.0,75000.0,50000,25000.0,UPI,Website,Online,Ahmedabad,Gujarat,West India,2024-04-24,None,None
S085141,ORD738329,C04975,P002,FusionBook Pro,Laptops,1,95000,0.0,95000.0,70000,25000.0,UPI,Website,Online,Kolkata,West Bengal,East India,2024-04-24,None,None
S085142,ORD813886,C10000,P017,Fusion Watch Lite,Wearables,1,5000,0.0,5000.0,2500,2500.0,UPI,Store,SP046,Gurugram,Haryana,North India,2024-04-24,None,None
S085143,ORD797021,C01044,P006,FusionPhone Ultra,Smartphones,1,75000,0.0,75000.0,50000,25000.0,UPI,Store,SP045,Gurugram,Haryana,North India,2024-04-24,None,None
S085144,ORD174697,C11500,P004,FusionPhone Lite,Smartphones,1,15000,0.0,15000.0,10000,5000.0,Debit Card,Mobile App,Online,Visakhapatnam,Andhra Pradesh,South India,2024-04-24,None,None
S085145,ORD176383,C12509,P014,FusionView 24,Monitors,31,12000,10.0,334800.0,248000,86800.0,Net Banking,Corporate Team,SP004,Amritsar,Punjab,North India,2024-04-24,None,None
S085146,ORD884774,C03031,P002,FusionBook Pro,Laptops,48,95000,10.0,4104000.0,3360000,744000.0,Net Banking,Corporate Team,SP033,Pune,Maharashtra,West India,2024-04-24,None,None
S085147,ORD588234,C02278,P017,Fusion Watch Lite,Wearables,1,5000,0.0,5000.0,2500,2500.0,Credit Card,Store,SP048,Udaipur,Rajasthan,West India,2024-04-24,None,None
S085148,ORD804950,C00446,P011,Fusion Case,Accessories,1,800,0.0,800.0,200,600.0,UPI,Store,SP065,Guwahati,Assam,East India,2024-04-24,None,None
S085149,ORD875375,C12398,P010,Fusion Charger,Accessories,1,1500,0.0,1500.0,500,1000.0,UPI,Website,Online,Nashik,Maharashtra,West India,2024-04-24,None,None
S085150,ORD714116,C11707,P013,Fusion Mouse,Accessories,1,1200,0.0,1200.0,600,600.0,Credit Card,Store,SP097,Chennai,Tamil Nadu,South India,2024-04-24,None,None
S085151,ORD739513,C00952,P012,Fusion Keyboard,Accessories,1,2500,0.0,2500.0,1200,1300.0,Credit Card,Store,SP042,New Delhi,Delhi,North India,2024-04-24,None,None
S085152,ORD846379,C13714,P004,FusionPhone Lite,Smartphones,1,15000,0.0,15000.0,10000,5000.0,Debit Card,Website,Online,New Delhi,Delhi,North India,2024-04-24,None,None
S085153,ORD376232,C08012,P002,FusionBook Pro,Laptops,1,95000,0.0,95000.0,70000,25000.0,Credit Card,Mobile App,Online,Kochi,Kerala,South India,2024-04-24,None,None
S085154,ORD389606,C13840,P009,Fusion Earbuds,Accessories,1,3000,0.0,3000.0,1500,1500.0,Credit Card,Mobile App,Online,Bhilai,Chhattisgarh,Central India,2024-04-24,None,None
S085155,ORD816061,C06787,P003,FusionBook Ultra,Laptops,1,140000,0.0,140000.0,100000,40000.0,Credit Card,Website,Online,New Delhi,Delhi,North India,2024-04-24,None,None
S085156,ORD547912,C04272,P003,FusionBook Ultra,Laptops,10,140000,0.0,1400000.0,1000000,400000.0,Net Banking,Corporate Team,SP091,Margao,Goa,West India,2024-04-24,None,None
S085157,ORD418580,C02736,P005,FusionPhone X,Smartphones,1,35000,0.0,35000.0,25000,10000.0,Cash,Mobile App,Online,Noida,Uttar Pradesh,North India,2024-04-24,None,None
S085158,ORD396147,C07744,P002,FusionBook Pro,Laptops,171,95000,15.0,13808250.0,11970000,1838250.0,Net Banking,Corporate Team,SP013,New Delhi,Delhi,North India,2024-04-24,None,None
S085159,ORD383938,C05026,P003,FusionBook Ultra,Laptops,1,140000,0.0,140000.0,100000,40000.0,UPI,Website,Online,Vijayawada,Andhra Pradesh,South India,2024-04-24,None,None
S085160,ORD178990,C02532,P007,FusionTab Mini,Tablets,33,22000,10.0,653400.0,495000,158400.0,Net Banking,Corporate Team,SP072,Jodhpur,Rajasthan,West India,2024-04-24,None,None
S085161,ORD174105,C03108,P004,FusionPhone Lite,Smartphones,1,15000,0.0,15000.0,10000,5000.0,Credit Card,Store,SP065,New Delhi,Delhi,North India,2024-04-24,None,None
S085162,ORD339085,C12354,P011,Fusion Case,Accessories,1,800,0.0,800.0,200,600.0,UPI,Mobile App,Online,Ahmedabad,Gujarat,West India,2024-04-24,None,None
S085163,ORD664077,C01880,P005,FusionPhone X,Smartphones,1,35000,0.0,35000.0,25000,10000.0,UPI,Website,Online,New Delhi,Delhi,North India,2024-04-24,None,None
S085164,ORD472963,C01231,P010,Fusion Charger,Accessories,1,1500,0.0,1500.0,500,1000.0,Cash,Store,SP045,Dibrugarh,Assam,East India,2024-04-24,None,None
S085165,ORD312007,C09846,P017,Fusion Watch Lite,Wearables,1,5000,0.0,5000.0,2500,2500.0,UPI,Store,SP086,Bengaluru,Karnataka,South India,2024-04-24,None,None
S085166,ORD827886,C04372,P014,FusionView 24,Monitors,1,12000,0.0,12000.0,8000,4000.0,Credit Card,Mobile App,Online,Kochi,Kerala,South India,2024-04-24,None,None
S085167,ORD816494,C02074,P018,Fusion Watch Pro,Wearables,1,12000,0.0,12000.0,7000,5000.0,Debit Card,Mobile App,Online,Kochi,Kerala,South India,2024-04-24,None,None
S085168,ORD164514,C11393,P003,FusionBook Ultra,Laptops,1,140000,0.0,140000.0,100000,40000.0,Debit Card,Mobile App,Online,Chennai,Tamil Nadu,South India,2024-04-24,None,None
S085169,ORD650742,C07937,P004,FusionPhone Lite,Smartphones,1,15000,0.0,15000.0,10000,5000.0,UPI,Store,SP010,Amritsar,Punjab,North India,2024-04-24,None,None
S085170,ORD466685,C14454,P018,Fusion Watch Pro,Wearables,1,12000,0.0,12000.0,7000,5000.0,Debit Card,Mobile App,Online,Noida,Uttar Pradesh,North India,2024-04-24,None,None
S085171,ORD123829,C07335,P012,Fusion Keyboard,Accessories,1,2500,0.0,2500.0,1200,1300.0,UPI,Website,Online,Amritsar,Punjab,North India,2024-04-24,None,None
S085172,ORD279675,C02149,P001,FusionBook Air,Laptops,1,60000,0.0,60000.0,45000,15000.0,Credit Card,Website,Online,Ahmedabad,Gujarat,West India,2024-04-24,None,None
S085173,ORD885997,C00063,P004,FusionPhone Lite,Smartphones,1,15000,0.0,15000.0,10000,5000.0,UPI,Website,Online,Margao,Goa,West India,2024-04-24,None,None
S085174,ORD224979,C11729,P013,Fusion Mouse,Accessories,1,1200,0.0,1200.0,600,600.0,Debit Card,Store,SP049,Jodhpur,Rajasthan,West India,2024-04-24,None,None
S085175,ORD562337,C02466,P009,Fusion Earbuds,Accessories,1,3000,0.0,3000.0,1500,1500.0,Debit Card,Mobile App,Online,Jaipur,Rajasthan,West India,2024-04-24,None,None
S085176,ORD613954,C09151,P002,FusionBook Pro,Laptops,1,95000,0.0,95000.0,70000,25000.0,Cash,Mobile App,Online,Ahmedabad,Gujarat,West India,2024-04-24,None,None
S085177,ORD566726,C02640,P010,Fusion Charger,Accessories,1,1500,0.0,1500.0,500,1000.0,Credit Card,Store,SP095,Mumbai,Maharashtra,West India,2024-04-24,None,None
S085178,ORD571459,C07736,P003,FusionBook Ultra,Laptops,44,140000,10.0,5544000.0,4400000,1144000.0,Net Banking,Corporate Team,SP072,Amritsar,Punjab,North India,2024-04-24,None,None
S085179,ORD232669,C03443,P013,Fusion Mouse,Accessories,2,1200,0.0,2400.0,1200,1200.0,Debit Card,Store,SP081,Noida,Uttar Pradesh,North India,2024-04-24,None,None
S085180,ORD830410,C13724,P002,FusionBook Pro,Laptops,1,95000,0.0,95000.0,70000,25000.0,UPI,Mobile App,Online,Chennai,Tamil Nadu,South India,2024-04-24,None,None
S085181,ORD472152,C10927,P005,FusionPhone X,Smartphones,1,35000,0.0,35000.0,25000,10000.0,Debit Card,Mobile App,Online,Margao,Goa,West India,2024-04-24,None,None
S085182,ORD590208,C01168,P003,FusionBook Ultra,Laptops,87,140000,20.0,9744000.0,8700000,1044000.0,Net Banking,Corporate Team,SP006,Bengaluru,Karnataka,South India,2024-04-25,None,None
S085183,ORD680777,C00212,P002,FusionBook Pro,Laptops,22,95000,15.0,1776500.0,1540000,236500.0,Net Banking,Corporate Team,SP096,New Delhi,Delhi,North India,2024-04-25,None,None
S085184,ORD107391,C13790,P004,FusionPhone Lite,Smartphones,1,15000,0.0,15000.0,10000,5000.0,UPI,Website,Online,Panaji,Goa,West India,2024-04-25,None,None
S085185,ORD449839,C14929,P005,FusionPhone X,Smartphones,33,35000,15.0,981750.0,825000,156750.0,Net Banking,Corporate Team,SP076,Kolkata,West Bengal,East India,2024-04-25,None,None
S085186,ORD510334,C08671,P001,FusionBook Air,Laptops,1,60000,0.0,60000.0,45000,15000.0,UPI,Mobile App,Online,Faridabad,Haryana,North India,2024-04-25,None,None
S085187,ORD671539,C05733,P011,Fusion Case,Accessories,1,800,0.0,800.0,200,600.0,Credit Card,Store,SP020,Noida,Uttar Pradesh,North India,2024-04-25,None,None
S085188,ORD238390,C14654,P002,FusionBook Pro,Laptops,31,95000,20.0,2356000.0,2170000,186000.0,Net Banking,Corporate Team,SP045,Chennai,Tamil Nadu,South India,2024-04-25,None,None
S085189,ORD730827,C02196,P004,FusionPhone Lite,Smartphones,1,15000,0.0,15000.0,10000,5000.0,Credit Card,Store,SP033,Gurugram,Haryana,North India,2024-04-25,None,None
S085190,ORD836326,C02913,P006,FusionPhone Ultra,Smartphones,1,75000,0.0,75000.0,50000,25000.0,UPI,Mobile App,Online,Hyderabad,Telangana,South India,2024-04-25,None,None
S085191,ORD844602,C07108,P006,FusionPhone Ultra,Smartphones,1,75000,0.0,75000.0,50000,25000.0,UPI,Mobile App,Online,Chandigarh,Punjab,North India,2024-04-25,None,None
S085192,ORD395142,C04602,P006,FusionPhone Ultra,Smartphones,1,75000,0.0,75000.0,50000,25000.0,Debit Card,Website,Online,Mumbai,Maharashtra,West India,2024-04-25,None,None
S085193,ORD151105,C12070,P001,FusionBook Air,Laptops,1,60000,0.0,60000.0,45000,15000.0,UPI,Website,Online,Bengaluru,Karnataka,South India,2024-04-25,None,None
S085194,ORD466617,C08220,P017,Fusion Watch Lite,Wearables,1,5000,0.0,5000.0,2500,2500.0,UPI,Website,Online,Ahmedabad,Gujarat,West India,2024-04-25,None,None
S085195,ORD408200,C07415,P009,Fusion Earbuds,Accessories,1,3000,0.0,3000.0,1500,1500.0,Cash,Mobile App,Online,Coimbatore,Tamil Nadu,South India,2024-04-25,None,None
S085196,ORD579391,C04647,P018,Fusion Watch Pro,Wearables,1,12000,0.0,12000.0,7000,5000.0,UPI,Mobile App,Online,Thiruvananthapuram,Kerala,South India,2024-04-25,None,None
S085197,ORD991770,C03723,P002,FusionBook Pro,Laptops,8,95000,0.0,760000.0,560000,200000.0,Net Banking,Corporate Team,SP036,Guwahati,Assam,East India,2024-04-25,None,None
S085198,ORD245907,C08059,P012,Fusion Keyboard,Accessories,56,2500,20.0,112000.0,67200,44800.0,Net Banking,Corporate Team,SP024,Pune,Maharashtra,West India,2024-04-25,None,None
S085199,ORD462232,C06368,P006,FusionPhone Ultra,Smartphones,1,75000,0.0,75000.0,50000,25000.0,Cash,Mobile App,Online,New Delhi,Delhi,North India,2024-04-25,None,None
S085200,ORD144147,C06364,P005,FusionPhone X,Smartphones,1,35000,0.0,35000.0,25000,10000.0,Credit Card,Website,Online,New Delhi,Delhi,North India,2024-04-25,None,None
S085201,ORD556362,C05005,P007,FusionTab Mini,Tablets,21,22000,20.0,369600.0,315000,54600.0,Net Banking,Corporate Team,SP026,Lucknow,Uttar Pradesh,North India,2024-04-25,None,None
S085202,ORD591735,C01810,P005,FusionPhone X,Smartphones,45,35000,20.0,1260000.0,1125000,135000.0,Net Banking,Corporate Team,SP078,Gurugram,Haryana,North India,2024-04-25,None,None
S085203,ORD295541,C07812,P003,FusionBook Ultra,Laptops,92,140000,15.0,10948000.0,9200000,1748000.0,Net Banking,Corporate Team,SP095,Bhilai,Chhattisgarh,Central India,2024-04-25,None,None
S085204,ORD382382,C03830,P006,FusionPhone Ultra,Smartphones,1,75000,0.0,75000.0,50000,25000.0,Credit Card,Mobile App,Online,Ahmedabad,Gujarat,West India,2024-04-25,None,None
S085205,ORD669028,C12603,P007,FusionTab Mini,Tablets,1,22000,0.0,22000.0,15000,7000.0,Cash,Website,Online,Chennai,Tamil Nadu,South India,2024-04-25,None,None
S085206,ORD452563,C09775,P012,Fusion Keyboard,Accessories,49,2500,15.0,104125.0,58800,45325.0,Net Banking,Corporate Team,SP025,Hyderabad,Telangana,South India,2024-04-25,None,None
S085207,ORD494705,C08575,P001,FusionBook Air,Laptops,10,60000,0.0,600000.0,450000,150000.0,Net Banking,Corporate Team,SP085,Hyderabad,Telangana,South India,2024-04-25,None,None
S085208,ORD320606,C04935,P004,FusionPhone Lite,Smartphones,1,15000,0.0,15000.0,10000,5000.0,Cash,Mobile App,Online,Pune,Maharashtra,West India,2024-04-25,None,None
S085209,ORD234077,C01281,P018,Fusion Watch Pro,Wearables,1,12000,0.0,12000.0,7000,5000.0,Debit Card,Store,SP045,Thiruvananthapuram,Kerala,South India,2024-04-25,None,None
S085210,ORD269608,C10622,P008,FusionTab Pro,Tablets,1,50000,0.0,50000.0,35000,15000.0,Credit Card,Mobile App,Online,Jodhpur,Rajasthan,West India,2024-04-25,None,None
S085211,ORD648548,C07731,P001,FusionBook Air,Laptops,1,60000,0.0,60000.0,45000,15000.0,UPI,Mobile App,Online,Margao,Goa,West India,2024-04-25,None,None
S085212,ORD809964,C01130,P010,Fusion Charger,Accessories,1,1500,0.0,1500.0,500,1000.0,Credit Card,Store,SP029,Panaji,Goa,West India,2024-04-25,None,None
S085213,ORD175710,C04260,P011,Fusion Case,Accessories,1,800,0.0,800.0,200,600.0,UPI,Website,Online,Gurugram,Haryana,North India,2024-04-25,None,None
S085214,ORD350920,C02689,P001,FusionBook Air,Laptops,1,60000,0.0,60000.0,45000,15000.0,Debit Card,Store,SP055,Dibrugarh,Assam,East India,2024-04-25,None,None
S085215,ORD433561,C03318,P004,FusionPhone Lite,Smartphones,1,15000,0.0,15000.0,10000,5000.0,UPI,Store,SP038,Chennai,Tamil Nadu,South India,2024-04-25,None,None
S085216,ORD405814,C14925,P003,FusionBook Ultra,Laptops,1,140000,0.0,140000.0,100000,40000.0,UPI,Mobile App,Online,Panaji,Goa,West India,2024-04-25,None,None
S085217,ORD605582,C09816,P010,Fusion Charger,Accessories,1,1500,0.0,1500.0,500,1000.0,Credit Card,Store,SP085,Dibrugarh,Assam,East India,2024-04-25,None,None
S085218,ORD906837,C08616,P001,FusionBook Air,Laptops,1,60000,0.0,60000.0,45000,15000.0,UPI,Store,SP083,Bhubaneswar,Odisha,East India,2024-04-25,None,None
S085219,ORD834075,C07426,P006,FusionPhone Ultra,Smartphones,16,75000,20.0,960000.0,800000,160000.0,Net Banking,Corporate Team,SP083,Gurugram,Haryana,North India,2024-04-25,None,None
S085220,ORD252890,C07914,P018,Fusion Watch Pro,Wearables,1,12000,0.0,12000.0,7000,5000.0,UPI,Mobile App,Online,Ahmedabad,Gujarat,West India,2024-04-25,None,None
S085221,ORD398887,C03929,P001,FusionBook Air,Laptops,1,60000,0.0,60000.0,45000,15000.0,Cash,Store,SP089,Gurugram,Haryana,North India,2024-04-25,None,None
S085222,ORD976787,C04016,P012,Fusion Keyboard,Accessories,1,2500,0.0,2500.0,1200,1300.0,Credit Card,Store,SP009,Gurugram,Haryana,North India,2024-04-25,None,None
S085223,ORD248831,C08810,P011,Fusion Case,Accessories,1,800,0.0,800.0,200,600.0,Debit Card,Store,SP077,Surat,Gujarat,West India,2024-04-25,None,None
S085224,ORD969637,C12649,P006,FusionPhone Ultra,Smartphones,1,75000,0.0,75000.0,50000,25000.0,UPI,Mobile App,Online,Dibrugarh,Assam,East India,2024-04-25,None,None
S085225,ORD928443,C06796,P012,Fusion Keyboard,Accessories,11,2500,15.0,23375.0,13200,10175.0,Net Banking,Corporate Team,SP068,Dibrugarh,Assam,East India,2024-04-25,None,None
S085226,ORD122184,C10228,P017,Fusion Watch Lite,Wearables,25,5000,15.0,106250.0,62500,43750.0,Net Banking,Corporate Team,SP040,Faridabad,Haryana,North India,2024-04-25,None,None
S085227,ORD336698,C13542,P002,FusionBook Pro,Laptops,1,95000,0.0,95000.0,70000,25000.0,Cash,Mobile App,Online,Panaji,Goa,West India,2024-04-25,None,None
S085228,ORD847041,C04620,P005,FusionPhone X,Smartphones,1,35000,0.0,35000.0,25000,10000.0,Credit Card,Website,Online,Gurugram,Haryana,North India,2024-04-25,None,None
S085229,ORD928605,C07182,P004,FusionPhone Lite,Smartphones,1,15000,0.0,15000.0,10000,5000.0,Cash,Store,SP013,Chennai,Tamil Nadu,South India,2024-04-25,None,None
S085230,ORD417033,C07093,P012,Fusion Keyboard,Accessories,1,2500,0.0,2500.0,1200,1300.0,Credit Card,Store,SP051,Bengaluru,Karnataka,South India,2024-04-25,None,None
S085231,ORD527723,C04035,P017,Fusion Watch Lite,Wearables,1,5000,0.0,5000.0,2500,2500.0,Credit Card,Mobile App,Online,Chennai,Tamil Nadu,South India,2024-04-25,None,None
S085232,ORD413779,C06256,P011,Fusion Case,Accessories,1,800,0.0,800.0,200,600.0,Credit Card,Store,SP068,Gwalior,Madhya Pradesh,Central India,2024-04-25,None,None
S085233,ORD589242,C02495,P013,Fusion Mouse,Accessories,1,1200,0.0,1200.0,600,600.0,UPI,Store,SP006,Jaipur,Rajasthan,West India,2024-04-25,None,None
S085234,ORD164577,C13278,P004,FusionPhone Lite,Smartphones,73,15000,20.0,876000.0,730000,146000.0,Net Banking,Corporate Team,SP020,Gurugram,Haryana,North India,2024-04-26,None,None
S085235,ORD128573,C02778,P013,Fusion Mouse,Accessories,2,1200,0.0,2400.0,1200,1200.0,UPI,Website,Online,Vijayawada,Andhra Pradesh,South India,2024-04-26,None,None
S085236,ORD628277,C06810,P013,Fusion Mouse,Accessories,1,1200,0.0,1200.0,600,600.0,Cash,Store,SP093,Margao,Goa,West India,2024-04-26,None,None
S085237,ORD736426,C10054,P014,FusionView 24,Monitors,1,12000,0.0,12000.0,8000,4000.0,UPI,Website,Online,New Delhi,Delhi,North India,2024-04-26,None,None
S085238,ORD608761,C04262,P018,Fusion Watch Pro,Wearables,1,12000,0.0,12000.0,7000,5000.0,UPI,Mobile App,Online,New Delhi,Delhi,North India,2024-04-26,None,None
S085239,ORD120647,C12291,P007,FusionTab Mini,Tablets,74,22000,20.0,1302400.0,1110000,192400.0,Net Banking,Corporate Team,SP039,Visakhapatnam,Andhra Pradesh,South India,2024-04-26,None,None
S085240,ORD850208,C06321,P005,FusionPhone X,Smartphones,1,35000,0.0,35000.0,25000,10000.0,Credit Card,Mobile App,Online,Kozhikode,Kerala,South India,2024-04-26,None,None
S085241,ORD602508,C04772,P011,Fusion Case,Accessories,1,800,0.0,800.0,200,600.0,UPI,Store,SP076,Dibrugarh,Assam,East India,2024-04-26,None,None
S085242,ORD338493,C14514,P003,FusionBook Ultra,Laptops,187,140000,15.0,22253000.0,18700000,3553000.0,Net Banking,Corporate Team,SP028,Hyderabad,Telangana,South India,2024-04-26,None,None
S085243,ORD252460,C05343,P005,FusionPhone X,Smartphones,1,35000,0.0,35000.0,25000,10000.0,UPI,Mobile App,Online,Raipur,Chhattisgarh,Central India,2024-04-26,None,None
S085244,ORD984364,C04043,P011,Fusion Case,Accessories,1,800,0.0,800.0,200,600.0,Credit Card,Website,Online,Hyderabad,Telangana,South India,2024-04-26,None,None
S085245,ORD726835,C13207,P001,FusionBook Air,Laptops,58,60000,20.0,2784000.0,2610000,174000.0,Net Banking,Corporate Team,SP054,Jodhpur,Rajasthan,West India,2024-04-26,None,None
S085246,ORD656218,C10476,P009,Fusion Earbuds,Accessories,1,3000,0.0,3000.0,1500,1500.0,Credit Card,Mobile App,Online,New Delhi,Delhi,North India,2024-04-26,None,None
S085247,ORD634991,C06419,P011,Fusion Case,Accessories,3,800,0.0,2400.0,600,1800.0,UPI,Website,Online,Ahmedabad,Gujarat,West India,2024-04-26,None,None
S085248,ORD580147,C07492,P006,FusionPhone Ultra,Smartphones,1,75000,0.0,75000.0,50000,25000.0,Cash,Mobile App,Online,Panaji,Goa,West India,2024-04-26,None,None
S085249,ORD863621,C04093,P006,FusionPhone Ultra,Smartphones,1,75000,0.0,75000.0,50000,25000.0,Credit Card,Store,SP063,Kanpur,Uttar Pradesh,North India,2024-04-26,None,None
S085250,ORD651125,C08460,P004,FusionPhone Lite,Smartphones,1,15000,0.0,15000.0,10000,5000.0,UPI,Mobile App,Online,New Delhi,Delhi,North India,2024-04-26,None,None
S085251,ORD519089,C08769,P017,Fusion Watch Lite,Wearables,1,5000,0.0,5000.0,2500,2500.0,UPI,Store,SP060,Noida,Uttar Pradesh,North India,2024-04-26,None,None
S085252,ORD217397,C01382,P017,Fusion Watch Lite,Wearables,1,5000,0.0,5000.0,2500,2500.0,UPI,Mobile App,Online,Jodhpur,Rajasthan,West India,2024-04-26,None,None
S085253,ORD746234,C01797,P005,FusionPhone X,Smartphones,1,35000,0.0,35000.0,25000,10000.0,Cash,Website,Online,Chandigarh,Punjab,North India,2024-04-26,None,None
S085254,ORD514991,C00826,P015,FusionView 27,Monitors,91,18000,15.0,1392300.0,1092000,300300.0,Net Banking,Corporate Team,SP025,New Delhi,Delhi,North India,2024-04-26,None,None
S085255,ORD328783,C03171,P016,FusionView 32,Monitors,1,32000,0.0,32000.0,20000,12000.0,Credit Card,Store,SP047,Hyderabad,Telangana,South India,2024-04-26,None,None
S085256,ORD183039,C04736,P016,FusionView 32,Monitors,30,32000,15.0,816000.0,600000,216000.0,Net Banking,Corporate Team,SP028,Chennai,Tamil Nadu,South India,2024-04-26,None,None
