order_date,product_name,category,region,quantity,month,day,dayofweek,quarter,prev_demand,Predicted_Demand
2022-04-27,Fusion Charger,Accessories,North India,1,4,27,2,2,1.0,6.553078
2022-06-10,Fusion Charger,Accessories,North India,3,6,10,4,2,115.0,7.7300453
2022-10-11,Fusion Charger,Accessories,North India,1,10,11,1,4,4.0,7.8380136
2023-05-15,Fusion Charger,Accessories,North India,2,5,15,0,2,18.0,10.520643
2023-08-19,Fusion Charger,Accessories,North India,11,8,19,5,3,5.0,7.744355
2023-11-02,Fusion Charger,Accessories,North India,66,11,2,3,4,1.0,6.421504
2024-06-20,Fusion Charger,Accessories,North India,2,6,20,3,2,1.0,9.078008
2021-01-12,Fusion Charger,Accessories,South India,100,1,12,1,1,41.0,8.912698
2021-08-04,Fusion Charger,Accessories,South India,3,8,4,2,3,3.0,9.087552
2021-11-27,Fusion Charger,Accessories,South India,1,11,27,5,4,1.0,8.882251
2022-02-10,Fusion Charger,Accessories,South India,2,2,10,3,1,4.0,9.69172
2022-03-20,Fusion Charger,Accessories,South India,3,3,20,6,1,1.0,8.382127
2022-06-15,Fusion Charger,Accessories,South India,2,6,15,2,2,2.0,20.197754
2022-11-10,Fusion Charger,Accessories,South India,6,11,10,3,4,2.0,12.234555
2022-12-19,Fusion Charger,Accessories,South India,1,12,19,0,4,4.0,9.229037
2023-05-09,Fusion Charger,Accessories,South India,3,5,9,1,2,1.0,11.194028
2023-07-08,Fusion Charger,Accessories,South India,4,7,8,5,3,2.0,21.446125
2023-12-02,Fusion Charger,Accessories,South India,19,12,2,5,4,3.0,13.223472
2024-02-26,Fusion Charger,Accessories,South India,3,2,26,0,1,44.0,21.612743
2024-05-06,Fusion Charger,Accessories,South India,5,5,6,0,2,64.0,17.629366
2024-11-08,Fusion Charger,Accessories,South India,3,11,8,4,4,1.0,13.201355
2021-01-01,Fusion Charger,Accessories,West India,105,1,1,4,1,0.0,22.674252
2021-02-10,Fusion Charger,Accessories,West India,22,2,10,2,1,3.0,12.325437
2021-07-13,Fusion Charger,Accessories,West India,1,7,13,1,3,5.0,23.883877
2021-09-30,Fusion Charger,Accessories,West India,1,9,30,3,3,1.0,46.7789
2021-11-29,Fusion Charger,Accessories,West India,1,11,29,0,4,1.0,24.144024
2022-02-12,Fusion Charger,Accessories,West India,2,2,12,5,1,4.0,25.61189
2022-04-30,Fusion Charger,Accessories,West India,1,4,30,5,2,2.0,22.19535
2022-07-11,Fusion Charger,Accessories,West India,1,7,11,0,3,2.0,31.494804
2022-10-03,Fusion Charger,Accessories,West India,2,10,3,0,4,4.0,86.728035
2022-11-28,Fusion Charger,Accessories,West India,1,11,28,0,4,1.0,30.378704
2023-05-06,Fusion Charger,Accessories,West India,1,5,6,5,2,4.0,17.23327
2023-08-01,Fusion Charger,Accessories,West India,152,8,1,1,3,1.0,14.830995
2023-10-12,Fusion Charger,Accessories,West India,2,10,12,3,4,2.0,10.4296055
2024-01-26,Fusion Charger,Accessories,West India,2,1,26,4,1,4.0,12.053929
2024-07-03,Fusion Charger,Accessories,West India,82,7,3,2,3,26.0,16.949833
2021-08-09,Fusion Earbuds,Accessories,Central India,1,8,9,0,3,1.0,8.390492
2022-08-26,Fusion Earbuds,Accessories,Central India,1,8,26,4,3,4.0,7.392909
2023-02-25,Fusion Earbuds,Accessories,Central India,6,2,25,5,1,1.0,15.726591
2024-04-24,Fusion Earbuds,Accessories,Central India,1,4,24,2,2,3.0,14.319565
2024-10-22,Fusion Earbuds,Accessories,Central India,2,10,22,1,4,43.0,9.518825
2023-06-24,Fusion Earbuds,Accessories,East India,3,6,24,5,2,1.0,14.924754
2023-09-26,Fusion Earbuds,Accessories,East India,1,9,26,1,3,3.0,8.918616
2023-12-07,Fusion Earbuds,Accessories,East India,1,12,7,3,4,1.0,12.93555
2024-10-28,Fusion Earbuds,Accessories,East India,5,10,28,0,4,2.0,10.662587
2024-12-31,Fusion Earbuds,Accessories,East India,4,12,31,1,4,2.0,8.028624
2021-08-17,Fusion Earbuds,Accessories,North India,1,8,17,1,3,1.0,7.2430134
2021-12-17,Fusion Earbuds,Accessories,North India,1,12,17,4,4,3.0,4.2470484
2022-06-30,Fusion Earbuds,Accessories,North India,1,6,30,3,2,1.0,5.259297
2022-10-07,Fusion Earbuds,Accessories,North India,1,10,7,4,4,22.0,6.2843924
2024-08-05,Fusion Earbuds,Accessories,North India,1,8,5,0,3,1.0,21.168982
2024-11-25,Fusion Earbuds,Accessories,North India,28,11,25,0,4,4.0,8.300488
2021-01-09,Fusion Earbuds,Accessories,South India,157,1,9,5,1,80.0,31.663492
2021-07-04,Fusion Earbuds,Accessories,South India,2,7,4,6,3,2.0,6.0895104
2021-08-10,Fusion Earbuds,Accessories,South India,2,8,10,1,3,4.0,5.233015
2021-09-28,Fusion Earbuds,Accessories,South India,1,9,28,1,3,37.0,7.3009133
2022-03-07,Fusion Earbuds,Accessories,South India,4,3,7,0,1,5.0,17.152588
2022-04-17,Fusion Earbuds,Accessories,South India,1,4,17,6,2,1.0,6.5112386
2022-07-22,Fusion Earbuds,Accessories,South India,4,7,22,4,3,1.0,7.0848517
2022-09-21,Fusion Earbuds,Accessories,South India,3,9,21,2,3,1.0,10.712503
2022-10-25,Fusion Earbuds,Accessories,South India,10,10,25,1,4,3.0,7.10134
2023-05-02,Fusion Earbuds,Accessories,South India,7,5,2,1,2,1.0,8.476421
2023-12-27,Fusion Earbuds,Accessories,South India,1,12,27,2,4,2.0,11.856214
2024-03-17,Fusion Earbuds,Accessories,South India,2,3,17,6,1,7.0,8.807775
2024-06-10,Fusion Earbuds,Accessories,South India,35,6,10,0,2,3.0,12.9481535
2024-12-24,Fusion Earbuds,Accessories,South India,6,12,24,1,4,2.0,14.1538925
2021-01-27,Fusion Earbuds,Accessories,West India,57,1,27,2,1,46.0,9.087484
2021-05-15,Fusion Earbuds,Accessories,West India,1,5,15,5,2,1.0,9.976818
2021-08-10,Fusion Earbuds,Accessories,West India,3,8,10,1,3,2.0,8.87848
2021-10-23,Fusion Earbuds,Accessories,West India,4,10,23,5,4,2.0,11.01527
2022-03-03,Fusion Earbuds,Accessories,West India,2,3,3,3,1,4.0,10.272142
2022-09-18,Fusion Earbuds,Accessories,West India,1,9,18,6,3,1.0,6.674334
2023-04-20,Fusion Earbuds,Accessories,West India,5,4,20,3,2,2.0,9.932547
2024-03-16,Fusion Earbuds,Accessories,West India,1,3,16,5,1,1.0,11.52705
2024-10-31,Fusion Earbuds,Accessories,West India,26,10,31,3,4,6.0,11.961143
2021-04-22,Fusion Keyboard,Accessories,Central India,1,4,22,3,2,1.0,14.098748
2022-05-22,Fusion Keyboard,Accessories,Central India,1,5,22,6,2,2.0,10.615222
2022-10-20,Fusion Keyboard,Accessories,Central India,2,10,20,3,4,28.0,10.399704
2022-02-28,Fusion Keyboard,Accessories,East India,1,2,28,0,1,1.0,17.175322
2022-09-14,Fusion Keyboard,Accessories,East India,1,9,14,2,3,1.0,8.34128
2024-04-18,Fusion Keyboard,Accessories,East India,1,4,18,3,2,1.0,10.534153
2021-06-24,Fusion Keyboard,Accessories,North India,1,6,24,3,2,31.0,8.32408
2021-10-21,Fusion Keyboard,Accessories,North India,21,10,21,3,4,1.0,7.4618435
2022-09-23,Fusion Keyboard,Accessories,North India,1,9,23,4,3,1.0,2.7926285
2023-07-04,Fusion Keyboard,Accessories,North India,2,7,4,1,3,1.0,12.176921
2023-09-02,Fusion Keyboard,Accessories,North India,2,9,2,5,3,2.0,11.055869
2023-10-18,Fusion Keyboard,Accessories,North India,40,10,18,2,4,2.0,15.522228
2023-12-10,Fusion Keyboard,Accessories,North India,3,12,10,6,4,2.0,11.6917095
2024-04-02,Fusion Keyboard,Accessories,North India,3,4,2,1,2,2.0,5.809057
2024-11-21,Fusion Keyboard,Accessories,North India,1,11,21,3,4,3.0,11.441061
2021-10-04,Fusion Keyboard,Accessories,South India,2,10,4,0,4,3.0,15.35366
2021-12-01,Fusion Keyboard,Accessories,South India,4,12,1,2,4,63.0,13.376473
2022-05-09,Fusion Keyboard,Accessories,South India,6,5,9,0,2,7.0,9.340285
2023-10-07,Fusion Keyboard,Accessories,South India,1,10,7,5,4,2.0,10.315279
2023-12-18,Fusion Keyboard,Accessories,South India,1,12,18,0,4,5.0,7.7953315
2024-05-13,Fusion Keyboard,Accessories,South India,38,5,13,0,2,2.0,12.943882
2024-08-26,Fusion Keyboard,Accessories,South India,1,8,26,0,3,31.0,8.451286
2022-01-05,Fusion Keyboard,Accessories,West India,2,1,5,2,1,2.0,8.932136
2022-02-19,Fusion Keyboard,Accessories,West India,2,2,19,5,1,2.0,5.406109
2022-07-07,Fusion Keyboard,Accessories,West India,3,7,7,3,3,1.0,11.164863
2022-11-12,Fusion Keyboard,Accessories,West India,3,11,12,5,4,3.0,7.154727
2023-03-31,Fusion Keyboard,Accessories,West India,2,3,31,4,1,1.0,6.3029613
2023-10-28,Fusion Keyboard,Accessories,West India,1,10,28,5,4,5.0,10.145695
2024-01-19,Fusion Keyboard,Accessories,West India,1,1,19,4,1,1.0,13.003937
2024-06-29,Fusion Keyboard,Accessories,West India,1,6,29,5,2,3.0,9.29898
2022-01-26,Fusion Mouse,Accessories,Central India,3,1,26,2,1,3.0,6.8142457
2023-01-01,Fusion Mouse,Accessories,Central India,1,1,1,6,1,1.0,6.05243
2023-10-15,Fusion Mouse,Accessories,Central India,1,10,15,6,4,1.0,8.841836
2021-05-15,Fusion Mouse,Accessories,East India,120,5,15,5,2,21.0,10.245336
2023-10-07,Fusion Mouse,Accessories,East India,1,10,7,5,4,2.0,5.7696075
2021-05-02,Fusion Mouse,Accessories,North India,1,5,2,6,2,13.0,7.479013
2022-12-09,Fusion Mouse,Accessories,North India,2,12,9,4,4,94.0,7.626959
2023-01-15,Fusion Mouse,Accessories,North India,1,1,15,6,1,5.0,6.7675915
2023-09-06,Fusion Mouse,Accessories,North India,4,9,6,2,3,1.0,11.208841
2023-10-27,Fusion Mouse,Accessories,North India,2,10,27,4,4,72.0,9.211389
2024-05-25,Fusion Mouse,Accessories,North India,2,5,25,5,2,3.0,5.264246
2021-06-16,Fusion Mouse,Accessories,South India,1,6,16,2,2,2.0,6.4860744
2021-08-30,Fusion Mouse,Accessories,South India,2,8,30,0,3,3.0,6.9718375
2021-12-14,Fusion Mouse,Accessories,South India,1,12,14,1,4,3.0,3.7713854
2022-08-10,Fusion Mouse,Accessories,South India,1,8,10,2,3,50.0,10.720039
2024-03-29,Fusion Mouse,Accessories,South India,1,3,29,4,1,99.0,6.9078336
2024-12-02,Fusion Mouse,Accessories,South India,1,12,2,0,4,2.0,9.267739
2021-10-29,Fusion Mouse,Accessories,West India,32,10,29,4,4,11.0,8.979665
2022-01-26,Fusion Mouse,Accessories,West India,5,1,26,2,1,1.0,9.417773
2022-04-08,Fusion Mouse,Accessories,West India,1,4,8,4,2,1.0,19.0484
2022-08-28,Fusion Mouse,Accessories,West India,3,8,28,6,3,38.0,10.498437
2023-02-14,Fusion Mouse,Accessories,West India,3,2,14,1,1,1.0,9.828925
2023-04-24,Fusion Mouse,Accessories,West India,2,4,24,0,2,25.0,9.5714445
2023-07-17,Fusion Mouse,Accessories,West India,1,7,17,0,3,1.0,15.332873
2024-01-17,Fusion Mouse,Accessories,West India,1,1,17,2,1,1.0,15.939319
2024-11-06,Fusion Mouse,Accessories,West India,57,11,6,2,4,4.0,13.172543
2022-11-27,Fusion Watch Lite,Wearables,Central India,2,11,27,6,4,1.0,18.87443
2022-04-30,Fusion Watch Lite,Wearables,East India,2,4,30,5,2,1.0,17.985952
2023-11-06,Fusion Watch Lite,Wearables,East India,1,11,6,0,4,1.0,19.275106
2022-01-06,Fusion Watch Lite,Wearables,North India,50,1,6,3,1,1.0,16.482035
2023-08-11,Fusion Watch Lite,Wearables,North India,27,8,11,4,3,1.0,21.117168
2024-07-07,Fusion Watch Lite,Wearables,North India,1,7,7,6,3,1.0,24.293415
2022-06-09,Fusion Watch Lite,Wearables,South India,2,6,9,3,2,1.0,26.773495
2023-01-21,Fusion Watch Lite,Wearables,South India,1,1,21,5,1,1.0,23.74419
2023-09-16,Fusion Watch Lite,Wearables,South India,1,9,16,5,3,1.0,23.479343
2023-01-29,Fusion Watch Lite,Wearables,West India,1,1,29,6,1,1.0,22.951363
2022-12-06,Fusion Watch Pro,Wearables,Central India,1,12,6,1,4,18.0,12.203805
2022-05-19,Fusion Watch Pro,Wearables,East India,1,5,19,3,2,1.0,12.010839
2023-11-02,Fusion Watch Pro,Wearables,East India,25,11,2,3,4,1.0,16.904285
2022-03-20,Fusion Watch Pro,Wearables,North India,1,3,20,6,1,1.0,16.764599
2023-06-10,Fusion Watch Pro,Wearables,North India,1,6,10,5,2,1.0,14.258803
2024-06-19,Fusion Watch Pro,Wearables,North India,1,6,19,2,2,1.0,12.062938
2022-06-24,Fusion Watch Pro,Wearables,South India,1,6,24,4,2,2.0,17.752666
2024-04-13,Fusion Watch Pro,Wearables,South India,31,4,13,5,2,1.0,17.323996
2024-08-13,Fusion Watch Pro,Wearables,South India,1,8,13,1,3,1.0,5.8539724
2024-12-12,Fusion Watch Pro,Wearables,South India,1,12,12,3,4,1.0,15.760242
2022-05-28,Fusion Watch Pro,Wearables,West India,1,5,28,5,2,1.0,10.885312
2022-11-28,Fusion Watch Pro,Wearables,West India,42,11,28,0,4,1.0,8.588244
2023-12-15,Fusion Watch Pro,Wearables,West India,1,12,15,4,4,1.0,11.591571
2024-09-17,Fusion Watch Pro,Wearables,West India,2,9,17,1,3,45.0,10.773376
2021-02-12,FusionBook Air,Laptops,Central India,38,2,12,4,1,114.0,10.794591
2021-05-07,FusionBook Air,Laptops,Central India,13,5,7,4,2,54.0,9.217714
2024-02-16,FusionBook Air,Laptops,Central India,1,2,16,4,1,26.0,10.048351
2021-02-25,FusionBook Air,Laptops,East India,174,2,25,3,1,125.0,8.028624
2021-06-13,FusionBook Air,Laptops,East India,31,6,13,6,2,94.0,8.313048
2021-07-27,FusionBook Air,Laptops,East India,1,7,27,1,3,1.0,9.870144
2021-10-03,FusionBook Air,Laptops,East India,144,10,3,6,4,86.0,11.473764
2022-01-29,FusionBook Air,Laptops,East India,1,1,29,5,1,48.0,7.514911
2022-08-23,FusionBook Air,Laptops,East India,1,8,23,1,3,1.0,10.467411
2023-10-08,FusionBook Air,Laptops,East India,1,10,8,6,4,1.0,-5.241106
2024-06-29,FusionBook Air,Laptops,East India,23,6,29,5,2,1.0,8.700802
2021-12-19,FusionBook Air,Laptops,North India,11,12,19,6,4,24.0,20.42558
2022-03-01,FusionBook Air,Laptops,North India,132,3,1,1,1,49.0,8.664182
2022-07-03,FusionBook Air,Laptops,North India,17,7,3,6,3,1.0,10.988977
2022-12-23,FusionBook Air,Laptops,North India,157,12,23,4,4,48.0,23.290148
2024-02-13,FusionBook Air,Laptops,North India,1,2,13,1,1,1.0,18.979477
2021-04-07,FusionBook Air,Laptops,South India,10,4,7,2,2,139.0,10.746754
2021-05-29,FusionBook Air,Laptops,South India,165,5,29,5,2,101.0,8.9173155
2021-09-23,FusionBook Air,Laptops,South India,2,9,23,3,3,58.0,10.378641
2022-03-08,FusionBook Air,Laptops,South India,135,3,8,1,1,1.0,10.455928
2022-04-22,FusionBook Air,Laptops,South India,31,4,22,4,2,60.0,8.6208725
2023-01-15,FusionBook Air,Laptops,South India,85,1,15,6,1,116.0,10.060305
2023-03-05,FusionBook Air,Laptops,South India,143,3,5,6,1,1.0,10.405895
2023-07-24,FusionBook Air,Laptops,South India,1,7,24,0,3,5.0,7.8610344
2023-12-02,FusionBook Air,Laptops,South India,286,12,2,5,4,33.0,14.100875
2021-06-03,FusionBook Air,Laptops,West India,95,6,3,3,2,2.0,7.7170954
2021-07-11,FusionBook Air,Laptops,West India,103,7,11,6,3,25.0,9.522533
2021-10-26,FusionBook Air,Laptops,West India,173,10,26,1,4,349.0,10.272142
2022-01-30,FusionBook Air,Laptops,West India,166,1,30,6,1,7.0,8.848863
2022-04-30,FusionBook Air,Laptops,West India,4,4,30,5,2,1.0,10.244596
2022-08-08,FusionBook Air,Laptops,West India,1,8,8,0,3,9.0,10.207466
2022-10-05,FusionBook Air,Laptops,West India,15,10,5,2,4,1.0,10.553057
2022-11-08,FusionBook Air,Laptops,West India,90,11,8,1,4,26.0,7.9139843
2023-10-01,FusionBook Air,Laptops,West India,2,10,1,6,4,26.0,11.052574
2021-10-29,FusionBook Pro,Laptops,Central India,2,10,29,4,4,146.0,10.319898
2022-02-20,FusionBook Pro,Laptops,Central India,148,2,20,6,1,2.0,9.0385895
2023-09-06,FusionBook Pro,Laptops,Central India,1,9,6,2,3,1.0,9.870284
2024-09-25,FusionBook Pro,Laptops,Central India,1,9,25,2,3,1.0,9.121495
2021-12-07,FusionBook Pro,Laptops,East India,1,12,7,1,4,64.0,17.175322
2023-08-14,FusionBook Pro,Laptops,East India,44,8,14,0,3,80.0,8.322247
2024-03-10,FusionBook Pro,Laptops,East India,1,3,10,6,1,12.0,12.865785
2024-06-28,FusionBook Pro,Laptops,East India,43,6,28,4,2,23.0,12.505098
2021-06-13,FusionBook Pro,Laptops,North India,1,6,13,6,2,93.0,12.893997
2021-11-24,FusionBook Pro,Laptops,North India,2,11,24,2,4,17.0,7.184754
2022-02-20,FusionBook Pro,Laptops,North India,48,2,20,6,1,4.0,12.420517
2022-08-19,FusionBook Pro,Laptops,North India,108,8,19,4,3,1.0,8.587788
2023-03-09,FusionBook Pro,Laptops,North India,1,3,9,3,1,83.0,12.061535
2023-11-07,FusionBook Pro,Laptops,North India,19,11,7,1,4,264.0,10.348107
2024-06-07,FusionBook Pro,Laptops,North India,2,6,7,4,2,47.0,13.443785
2024-10-30,FusionBook Pro,Laptops,North India,2,10,30,2,4,36.0,12.274446
2022-10-02,FusionBook Pro,Laptops,South India,244,10,2,6,4,2.0,15.041412
2022-12-13,FusionBook Pro,Laptops,South India,1,12,13,1,4,16.0,7.91192
2023-01-10,FusionBook Pro,Laptops,South India,2,1,10,1,1,45.0,10.951846
2023-02-23,FusionBook Pro,Laptops,South India,58,2,23,3,1,35.0,11.36952
2023-07-10,FusionBook Pro,Laptops,South India,65,7,10,0,3,225.0,11.942337
2023-08-11,FusionBook Pro,Laptops,South India,177,8,11,4,3,1.0,8.300238
2022-02-21,FusionBook Pro,Laptops,West India,170,2,21,0,1,23.0,9.153762
2022-10-23,FusionBook Pro,Laptops,West India,64,10,23,6,4,130.0,6.190261
2023-01-26,FusionBook Pro,Laptops,West India,46,1,26,3,1,35.0,6.3029613
2023-03-18,FusionBook Pro,Laptops,West India,26,3,18,5,1,39.0,8.772141
2024-02-26,FusionBook Pro,Laptops,West India,1,2,26,0,1,1.0,7.3402452
2024-05-08,FusionBook Pro,Laptops,West India,1,5,8,2,2,1.0,10.516455
2024-07-15,FusionBook Pro,Laptops,West India,3,7,15,0,3,53.0,10.468553
2024-11-20,FusionBook Pro,Laptops,West India,31,11,20,2,4,52.0,8.371457
2022-08-17,FusionBook Ultra,Laptops,East India,1,8,17,2,3,1.0,7.1015005
2024-03-17,FusionBook Ultra,Laptops,East India,19,3,17,6,1,37.0,8.6601925
2024-11-21,FusionBook Ultra,Laptops,East India,1,11,21,3,4,1.0,5.4925175
2022-06-18,FusionBook Ultra,Laptops,North India,32,6,18,5,2,1.0,5.4029655
2022-09-27,FusionBook Ultra,Laptops,North India,1,9,27,1,3,1.0,7.9026976
2024-03-20,FusionBook Ultra,Laptops,North India,1,3,20,2,1,49.0,6.45541
2022-04-19,FusionBook Ultra,Laptops,South India,46,4,19,1,2,15.0,7.9858437
2022-07-18,FusionBook Ultra,Laptops,South India,1,7,18,0,3,1.0,7.913205
2022-09-16,FusionBook Ultra,Laptops,South India,3,9,16,4,3,2.0,10.025385
2023-06-22,FusionBook Ultra,Laptops,South India,1,6,22,3,2,1.0,5.3637047
2023-11-07,FusionBook Ultra,Laptops,South India,30,11,7,1,4,45.0,8.266945
2024-06-11,FusionBook Ultra,Laptops,South India,140,6,11,1,2,38.0,6.553078
2024-11-24,FusionBook Ultra,Laptops,South India,44,11,24,6,4,28.0,6.386143
2022-03-21,FusionBook Ultra,Laptops,West India,1,3,21,0,1,1.0,7.952467
2023-03-22,FusionBook Ultra,Laptops,West India,1,3,22,2,1,21.0,7.8301826
2023-07-05,FusionBook Ultra,Laptops,West India,1,7,5,2,3,36.0,6.349115
2024-02-18,FusionBook Ultra,Laptops,West India,38,2,18,6,1,1.0,8.302696
2024-04-07,FusionBook Ultra,Laptops,West India,48,4,7,6,2,47.0,7.4671507
2024-09-14,FusionBook Ultra,Laptops,West India,67,9,14,5,3,9.0,6.9078336
2024-11-04,FusionBook Ultra,Laptops,West India,1,11,4,0,4,14.0,7.887929
2024-10-11,FusionPhone Lite,Smartphones,Central India,1,10,11,4,4,23.0,-6.117312
2021-03-04,FusionPhone Lite,Smartphones,East India,38,3,4,3,1,1.0,19.23313
2021-07-25,FusionPhone Lite,Smartphones,East India,1,7,25,6,3,1.0,18.48936
2022-01-20,FusionPhone Lite,Smartphones,East India,1,1,20,3,1,22.0,14.503284
2022-11-13,FusionPhone Lite,Smartphones,East India,1,11,13,6,4,1.0,18.522808
2023-01-27,FusionPhone Lite,Smartphones,East India,1,1,27,4,1,2.0,11.360441
2023-05-22,FusionPhone Lite,Smartphones,East India,1,5,22,0,2,1.0,13.506996
2024-07-01,FusionPhone Lite,Smartphones,East India,1,7,1,0,3,3.0,11.173704
2024-10-22,FusionPhone Lite,Smartphones,East India,1,10,22,1,4,2.0,22.692516
2021-08-17,FusionPhone Lite,Smartphones,North India,2,8,17,1,3,2.0,22.575731
2021-12-14,FusionPhone Lite,Smartphones,North India,1,12,14,1,4,1.0,24.70492
2022-02-02,FusionPhone Lite,Smartphones,North India,3,2,2,2,1,2.0,25.66057
2022-12-26,FusionPhone Lite,Smartphones,North India,4,12,26,0,4,1.0,23.149403
2023-04-28,FusionPhone Lite,Smartphones,North India,1,4,28,4,2,3.0,16.831753
2023-12-09,FusionPhone Lite,Smartphones,North India,3,12,9,5,4,1.0,18.165014
2024-03-13,FusionPhone Lite,Smartphones,North India,2,3,13,2,1,2.0,12.333943
2024-06-04,FusionPhone Lite,Smartphones,North India,1,6,4,1,2,1.0,10.817068
2024-11-26,FusionPhone Lite,Smartphones,North India,1,11,26,1,4,21.0,16.987492
2021-05-24,FusionPhone Lite,Smartphones,South India,4,5,24,0,2,4.0,16.880539
2021-08-04,FusionPhone Lite,Smartphones,South India,3,8,4,2,3,40.0,17.394861
2021-10-20,FusionPhone Lite,Smartphones,South India,4,10,20,2,4,101.0,93.7962
2021-12-27,FusionPhone Lite,Smartphones,South India,22,12,27,0,4,1.0,23.68977
2022-03-05,FusionPhone Lite,Smartphones,South India,78,3,5,5,1,1.0,20.99964
2022-09-29,FusionPhone Lite,Smartphones,South India,2,9,29,3,3,5.0,8.951611
2022-11-30,FusionPhone Lite,Smartphones,South India,1,11,30,2,4,1.0,9.322444
2023-03-15,FusionPhone Lite,Smartphones,South India,3,3,15,2,1,3.0,8.419881
2023-05-13,FusionPhone Lite,Smartphones,South India,3,5,13,5,2,1.0,9.046048
2023-11-12,FusionPhone Lite,Smartphones,South India,24,11,12,6,4,60.0,10.422527
2024-10-20,FusionPhone Lite,Smartphones,South India,204,10,20,6,4,9.0,11.476684
2021-11-12,FusionPhone Lite,Smartphones,West India,2,11,12,4,4,2.0,7.8233533
2022-09-16,FusionPhone Lite,Smartphones,West India,1,9,16,4,3,8.0,5.9004197
2023-05-14,FusionPhone Lite,Smartphones,West India,1,5,14,6,2,3.0,6.3357916
2023-08-24,FusionPhone Lite,Smartphones,West India,1,8,24,3,3,6.0,6.5969615
2024-07-04,FusionPhone Lite,Smartphones,West India,2,7,4,3,3,2.0,22.223953
2024-08-11,FusionPhone Lite,Smartphones,West India,3,8,11,6,3,1.0,26.809113
2024-09-11,FusionPhone Lite,Smartphones,West India,1,9,11,2,3,2.0,11.640486
2022-11-20,FusionPhone Ultra,Smartphones,Central India,1,11,20,6,4,1.0,57.726692
2023-11-26,FusionPhone Ultra,Smartphones,Central India,2,11,26,6,4,1.0,8.230275
2024-09-29,FusionPhone Ultra,Smartphones,Central India,1,9,29,6,3,1.0,19.254204
2022-10-13,FusionPhone Ultra,Smartphones,East India,1,10,13,3,4,2.0,8.300488
2023-09-23,FusionPhone Ultra,Smartphones,East India,2,9,23,5,3,1.0,5.7789288
2024-05-12,FusionPhone Ultra,Smartphones,East India,1,5,12,6,2,1.0,5.0771327
2023-01-13,FusionPhone Ultra,Smartphones,North India,1,1,13,4,1,1.0,10.371896
2024-05-26,FusionPhone Ultra,Smartphones,North India,3,5,26,6,2,1.0,14.194678
2024-08-30,FusionPhone Ultra,Smartphones,North India,2,8,30,4,3,13.0,10.23931
2022-10-15,FusionPhone Ultra,Smartphones,South India,14,10,15,5,4,5.0,7.2306376
2023-02-04,FusionPhone Ultra,Smartphones,South India,1,2,4,5,1,1.0,10.123316
2023-03-23,FusionPhone Ultra,Smartphones,South India,3,3,23,3,1,34.0,14.783985
2023-12-19,FusionPhone Ultra,Smartphones,South India,4,12,19,1,4,2.0,6.3139486
2024-01-30,FusionPhone Ultra,Smartphones,South India,2,1,30,1,1,3.0,8.085526
2024-04-25,FusionPhone Ultra,Smartphones,South India,1,4,25,3,2,1.0,10.091084
2024-11-19,FusionPhone Ultra,Smartphones,South India,1,11,19,1,4,2.0,10.06096
2022-11-15,FusionPhone Ultra,Smartphones,West India,3,11,15,1,4,3.0,9.706497
2023-05-11,FusionPhone Ultra,Smartphones,West India,2,5,11,3,2,2.0,9.742018
2023-07-11,FusionPhone Ultra,Smartphones,West India,2,7,11,1,3,2.0,12.331846
2023-08-25,FusionPhone Ultra,Smartphones,West India,1,8,25,4,3,1.0,10.65606
2023-10-16,FusionPhone Ultra,Smartphones,West India,41,10,16,0,4,3.0,10.500451
2024-03-10,FusionPhone Ultra,Smartphones,West India,2,3,10,6,1,4.0,11.360346
2024-12-02,FusionPhone Ultra,Smartphones,West India,2,12,2,0,4,5.0,8.796076
2022-11-06,FusionPhone X,Smartphones,Central India,4,11,6,6,4,152.0,7.1212816
2023-02-12,FusionPhone X,Smartphones,Central India,1,2,12,6,1,1.0,9.175621
2023-11-04,FusionPhone X,Smartphones,Central India,1,11,4,5,4,1.0,7.568934
2024-07-22,FusionPhone X,Smartphones,Central India,2,7,22,0,3,1.0,9.90902
2024-11-01,FusionPhone X,Smartphones,Central India,1,11,1,4,4,4.0,13.676243
2022-05-06,FusionPhone X,Smartphones,East India,2,5,6,4,2,1.0,9.964934
2023-10-06,FusionPhone X,Smartphones,East India,2,10,6,4,4,1.0,7.8944855
2021-12-09,FusionPhone X,Smartphones,North India,48,12,9,3,4,2.0,9.917617
2022-04-24,FusionPhone X,Smartphones,North India,1,4,24,6,2,30.0,7.4191065
2022-08-21,FusionPhone X,Smartphones,North India,1,8,21,6,3,3.0,8.148653
2024-10-01,FusionPhone X,Smartphones,North India,1,10,1,1,4,4.0,10.433478
2024-11-17,FusionPhone X,Smartphones,North India,4,11,17,6,4,1.0,11.407665
2022-01-30,FusionPhone X,Smartphones,South India,4,1,30,6,1,37.0,15.134074
2022-03-13,FusionPhone X,Smartphones,South India,34,3,13,6,1,5.0,10.187205
2022-10-04,FusionPhone X,Smartphones,South India,3,10,4,1,4,176.0,13.217451
2022-11-17,FusionPhone X,Smartphones,South India,5,11,17,3,4,2.0,12.873855
2023-06-20,FusionPhone X,Smartphones,South India,36,6,20,1,2,2.0,10.506612
2023-08-06,FusionPhone X,Smartphones,South India,2,8,6,6,3,1.0,8.1783085
2024-10-05,FusionPhone X,Smartphones,South India,4,10,5,5,4,3.0,11.998656
